"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4520788";"BAY-294";"None";"448.59";"1";"5.58";"EUB0000743";"CNCc1ccccc1-c1csc([C@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1";"Inhibition";"";"75.02";"%";"";"";"Slightly Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507273";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL3262407";"";"None";"325.46";"0";"3.04";"14o";"CN(CCCN1CCN(c2ccccc2)CC1)c1cccc(O)c1";"Inhibition";"'='";"9.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3270383";"Binding affinity to recombinant human 5-HT1B receptor expressed in CHO cells at 1 uM by radioligand displacement assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259775";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308072";""
"CHEMBL3577885";"PF-05105679";"1.0";"428.46";"1";"5.48";"EUB0000304";"C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1";"Inhibition";"";"4.38";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880024";"GPCRScan assay: inhibition of 5-HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 28455702/29079700 | Protein length: full-length | Radioligand conc. used [nM]: 0.6 – 1.5 | Radioligand Kd None 0.87 nM | Radioligand name: [3H]5-CT | Radioligand pKd None 9.06 None | Radioligand pKd ± SEM None 0.09 None | Reference ligand: Ergotamine | Reference ligand Ki None 1.44 nM | Reference ligand pKi None 8.84 None | Reference ligand pKi  ± SEM None 0.03 None";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507296";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL3617551";"";"None";"358.39";"0";"3.74";"18";"CN1CCC(C(=O)c2cc(NC(=O)c3ccc(F)cc3)ccc2F)CC1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3618906";"Inhibition of radioligand binding to human 5HT1B receptor at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616417";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL3321794";"";"None";"346.47";"0";"3.97";"6";"O=C1Cc2ccccc2N1CC/C=C/CCN1CCc2ccccc2C1";"Inhibition";"'='";"-31.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3365145";"Displacement of [125I]CYP from 5-HT1B (unknown origin) at 1 uM after 120 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351619";"1";"Scientific Literature";"J Med Chem";"2014";"None";""
"CHEMBL2432060";"";"None";"311.44";"0";"3.84";"14h";"CN(CCCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2432136";"Inhibition of 5-HT1B receptor (unknown origin) at 10 uM by PDSP assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL2322934";"";"None";"362.42";"0";"4.34";"3";"CC(=O)c1ccc(C(O)C(F)(F)C(=O)C23CC4CC(CC(C4)C2)C3)cc1";"Inhibition";"'<'";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4232489";"Inhibition of 5-HT1B receptor (unknown origin) by radio ligand displacement assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229394";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL4528651";"";"None";"205.30";"0";"2.60";"(+/-)-3b";"CC[C@H]1c2cc(C)ccc2OC[C@@]1(C)N";"Inhibition";"'<='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4308649";"Displacement of [3H]5-CT from human recombinant 5-HT1B receptor expressed in stable HEK cells at 10 uM after 90 mins by microbeta scintillation counting method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4304834";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL2432041";"";"None";"297.37";"0";"2.58";"13b";"CN(Cc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2432136";"Inhibition of 5-HT1B receptor (unknown origin) at 10 uM by PDSP assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL1784671";"";"None";"414.47";"0";"3.75";"17";"Cc1cc(C(N)=O)ccc1-c1c(CCC(=O)O)ccn1-c1ccc(-n2ccnc2)cc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL1787432";"Inhibition of human recombinant 5HT1B receptor at 10 uM by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781986";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";""
"CHEMBL1643899";"";"None";"269.36";"0";"3.06";"10";"Fc1cccc(CN[C@H]2C3C4CC5C6C4CC3C6C52)c1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL1646436";"Inhibition of 5HT1B receptor at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641373";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";""
"CHEMBL3967613";"";"None";"381.82";"0";"0.39";"29";"CCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(N(C)C)nc(Cl)nc31)[C@H](O)[C@@H]2O";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3863851";"Displacement of [3H]5-CT from human 5-HT1BR expressed in HEK cell membranes at 10 uM incubated for 90 mins under dark condition by microbeta scintillation counting method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862033";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307715";""
"CHEMBL26759";"";"None";"311.73";"0";"-0.66";"12";"Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3863851";"Displacement of [3H]5-CT from human 5-HT1BR expressed in HEK cell membranes at 10 uM incubated for 90 mins under dark condition by microbeta scintillation counting method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862033";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307715";""
"CHEMBL479683";"";"None";"266.30";"0";"3.28";"4, 5-HPEC";"O=c1cc(CCc2ccccc2)oc2cccc(O)c12";"Inhibition";"'='";"3.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3131366";"Inhibition of 5-HT1B receptor (unknown origin) at 10 uM by radioligand binding assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124907";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";""
"CHEMBL4084262";"";"None";"491.71";"1";"5.36";"1";"COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccccc4)n3C)CC2)CC1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4397374";"Displacement of [3H]-5-CT from recombinant human 5HT1B receptor stably expressed in HEK cell membranes at 10 uM measured after 90 mins by microbeta scintillation counting method relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396871";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL238806";"";"None";"289.31";"0";"4.88";"19";"CCNC(C)Cc1cccc(S(F)(F)(F)(F)F)c1";"Inhibition";"'='";"63.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL899606";"Inhibition of human 5HT1B expressed in COS7 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137456";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307648";""
"CHEMBL4471059";"";"None";"489.83";"0";"2.73";"19";"Cl.Cl.O=c1c2cc(Cl)ccc2oc2ccc(CN3CCN(CCOCCO)CC3)cc12";"Inhibition";"'='";"32.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4368601";"Displacement of [3H]GR125743 from recombinant human 5-HT1B receptor at 10 uM after 60 mins by radiometric scintillation analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4364344";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL3094318";"";"None";"267.73";"0";"2.86";"5";"Cl.NCc1ccc(OCc2cccc(F)c2)cc1";"Inhibition";"'='";"-12.5";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3094869";"Inhibition of 5-HT1B receptor (unknown origin) at 10 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091364";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL1824785";"";"None";"281.80";"0";"3.59";"24";"Cl.Fc1cccc(CN2C3CC4CC(C3)CC2C4)c1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1826447";"Inhibition of 5-HT1B receptor at 10 uM by NIMH PDSP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821607";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";""
"CHEMBL479383";"";"None";"397.50";"0";"3.16";"33p";"O=C(CO)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL983939";"Inhibition of 5HT1B receptor at 1 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155111";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL1224034";"";"None";"336.43";"0";"3.88";"8";"O=C(NC1CCCCC1)N1OCC2CSc3ccc(F)cc3C21";"Inhibition";"'='";"1.3";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1225553";"Displacement of [3H]GR127543 from human 5HT1B receptor at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221330";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL600053";"";"None";"283.35";"0";"2.40";"3";"Fc1cccc(CNC23OC4C5C6CC(C7C6C4C72)C53)c1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1068451";"Inhibition of 5HT1B receptor at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153172";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL178870";"";"None";"389.91";"0";"3.58";"18h";"Nc1ccc(S(=O)(=O)n2cc(C3CCNCC3)c3ccc(Cl)cc32)cc1";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL834839";"Inhibition of [3H]-5-HT binding to human cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells at 1 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141885";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308072";""
"CHEMBL4162490";"";"None";"350.38";"0";"3.96";"7e";"CN(CCCNC(=O)c1ccc(C(F)(F)F)cc1)Cc1ccccc1";"Inhibition";"'='";"11.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4131899";"Antagonist activity at recombinant human 5-HT1B assessed as inhibition of agonist-induced effect at 10 uM by GTPgamma[35S] binding-based assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130363";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
