"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1242950";"";"None";"301.47";"0";"4.86";"2, AC-42";"CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1";"Ki";"'>='";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1248895";"Binding affinity to 5-HT1B receptor by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240489";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL95823";"";"None";"487.05";"1";"5.01";"6p";"Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCN[C@@H](C)C4)c3c2)sc2ccc(Cl)cc12";"Ki";"'='";"2511.89";"nM";"5.60";"";"";"UO_0000065";"11.50";"0.24";"0.59";"7.53";"0";"CHEMBL616447";"Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134724";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"CHEMBL3308072";""
"CHEMBL147077";"";"None";"589.69";"1";"3.29";"(-)-63";"CNC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1";"Ki";"'='";"2645.0";"nM";"5.58";"";"";"UO_0000065";"9.46";"0.18";"2.29";"3.90";"0";"CHEMBL616529";"Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131441";"1";"Scientific Literature";"J Med Chem";"1998";"None";""
"CHEMBL372743";"";"None";"491.60";"0";"3.81";"22";"CCc1c(C(=O)N2CCc3cc4ccnc(N5CCN(C)CC5)c4cc32)cnn1-c1ccc(C#N)cc1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"18.31";"0.33";"5.19";"11.07";"0";"CHEMBL883691";"Mean binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT or [3H]-8-OH-DPAT as the radioligand";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142743";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL2030637";"";"None";"207.29";"0";"2.85";"44";"Fc1cccc(CCCN2CCCC2)c1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2033379";"Inhibition of 5-HT1B receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL111316";"";"None";"229.28";"0";"1.08";"33";"NC(=O)c1ccc2[nH]c3c(c2c1)CC(N)CC3";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"34.89";"0.64";"6.92";"9.42";"0";"CHEMBL617321";"Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129297";"1";"Scientific Literature";"J Med Chem";"1996";"None";""
"CHEMBL4472703";"";"None";"219.33";"0";"2.85";"(+/-)-3a";"CC[C@H]1c2cc(OC)ccc2CC[C@@]1(C)N";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4308605";"Displacement of [3H]5-CT from human recombinant 5-HT1B receptor expressed in stable HEK cells after 90 mins by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4304834";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL495705";"";"None";"416.53";"0";"3.63";"9";"Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3C)cccc2n1";"Ki";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"20.89";"0.38";"5.07";"15.08";"0";"CHEMBL938539";"Displacement of [3H]5HT from human 5HT1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152215";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";""
"CHEMBL496520";"";"None";"420.49";"0";"3.38";"6";"Cc1ccc2c(N3CCN(CCc4ccc5c(c4F)NC(=O)CO5)CC3)cccc2n1";"Ki";"'='";"0.3981";"nM";"9.40";"";"";"UO_0000065";"22.35";"0.41";"6.02";"16.29";"0";"CHEMBL938539";"Displacement of [3H]5HT from human 5HT1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152215";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";""
"CHEMBL490417";"";"None";"402.50";"0";"3.24";"1, SB-744185";"Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1";"Ki";"'='";"0.1995";"nM";"9.70";"";"";"UO_0000065";"24.10";"0.44";"6.46";"16.81";"0";"CHEMBL938539";"Displacement of [3H]5HT from human 5HT1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152215";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";""
"CHEMBL39";"SEROTONIN";"3.0";"176.22";"0";"1.37";"serotonin";"NCCc1c[nH]c2ccc(O)cc12";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"44.57";"0.83";"6.48";"12.66";"0";"CHEMBL1817463";"Displacement of [125I]CYP from human 5HT1B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811872";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL104384";"";"None";"352.41";"0";"3.76";"3d";"CN1CCC(c2c[nH]c3ccc(NC(=O)c4ccccc4F)nc23)CC1";"Ki";"";"";"";"";"Potential missing data";"No data";"";"";"";"";"";"0";"CHEMBL616436";"In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145835";"1";"Scientific Literature";"J Med Chem";"2003";"None";""
"CHEMBL450281";"";"None";"176.22";"0";"0.94";"13";"Oc1cccc(CC2=NCCN2)c1";"Ki";"'='";"3735.0";"nM";"5.43";"";"";"UO_0000065";"30.80";"0.57";"4.49";"12.16";"0";"CHEMBL616535";"Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131255";"1";"Scientific Literature";"J Med Chem";"1998";"None";""
"CHEMBL196140";"";"None";"444.46";"0";"2.94";"19";"CN1CCN(c2nccc3cc4c(cc23)N(C(=O)c2cnn(C)c2C(F)(F)F)CC4)CC1";"Ki";"'='";"5.012";"nM";"8.30";"";"";"UO_0000065";"18.67";"0.35";"5.36";"14.43";"0";"CHEMBL883691";"Mean binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT or [3H]-8-OH-DPAT as the radioligand";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142743";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL392770";"";"None";"509.05";"1";"4.88";"4";"OCC1(N2CCN(C3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)CCCC1";"Ki";"'='";"1490.0";"nM";"5.83";"";"";"UO_0000065";"11.45";"0.22";"0.95";"7.78";"0";"CHEMBL903407";"Displacement of [3H]5-hydroxytrytamine from human 5HT1B receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139118";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";""
"CHEMBL239596";"";"None";"452.99";"0";"4.98";"2";"CC(C)N1CCN(C2CCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)CC1";"Ki";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"16.58";"0.32";"2.53";"13.74";"0";"CHEMBL903407";"Displacement of [3H]5-hydroxytrytamine from human 5HT1B receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139118";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";""
"CHEMBL147851";"";"None";"504.64";"1";"2.25";"4h";"NCCc1c[nH]c2ccc(OCCN3CCN(C(=O)COc4ccc5[nH]cc(CCN)c5c4)CC3)cc12";"Ki";"'='";"0.11";"nM";"9.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616538";"Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129591";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3307512";""
"CHEMBL8165";"5-METHOXYTRYPTAMINE";"None";"190.25";"0";"1.68";"5";"COc1ccc2[nH]cc(CCN)c2c1";"Ki";"'='";"3.5";"nM";"8.46";"";"";"UO_0000065";"44.45";"0.82";"6.78";"16.57";"0";"CHEMBL617320";"Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129297";"1";"Scientific Literature";"J Med Chem";"1996";"None";""
"CHEMBL4469848";"";"None";"395.34";"1";"5.95";"41";"FC(F)(F)c1cc(Oc2nccc3occc23)ccc1-c1cccc2nccn12";"Ki";"'='";"9300.0";"nM";"5.03";"";"";"UO_0000065";"12.73";"0.24";"-0.92";"9.57";"0";"CHEMBL4392137";"Displacement of [3H]5-CT from recombinant human 5HT1B receptor stably expressed in HEK cells measured after 90 mins by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390674";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL361470";"";"None";"258.41";"0";"3.54";"6";"Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCCN1";"Ki";"'='";"4435.0";"nM";"5.35";"";"";"UO_0000065";"20.72";"0.38";"1.81";"21.95";"0";"CHEMBL829547";"Binding affinity towards human 5-hydroxytryptamine 1B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137835";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";""
"CHEMBL323264";"";"None";"287.37";"0";"2.12";"16b";"CNC(=O)Nc1ccc2[nH]cc(C3CCN(C)CC3)c2n1";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"27.33";"0.51";"5.73";"10.75";"0";"CHEMBL616540";"In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145835";"1";"Scientific Literature";"J Med Chem";"2003";"None";""
"CHEMBL71469";"";"None";"270.38";"0";"3.18";"7b";"CCCN(C)C1CCc2ccc3[nH]cc(C=O)c3c2C1";"Ki";"'='";"109.0";"nM";"6.96";"";"";"UO_0000065";"25.75";"0.48";"3.78";"19.29";"0";"CHEMBL616870";"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128739";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3308072";""
"CHEMBL194647";"";"None";"397.48";"0";"3.06";"12";"CN1CCN(c2nccc3cc4c(cc23)N(C(=O)c2ccc(C#N)cc2)CC4)CC1";"Ki";"'='";"0.5012";"nM";"9.30";"";"";"UO_0000065";"23.40";"0.42";"6.24";"14.65";"0";"CHEMBL883691";"Mean binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT or [3H]-8-OH-DPAT as the radioligand";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142743";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL39";"SEROTONIN";"3.0";"176.22";"0";"1.37";"5-HT, serotonin";"NCCc1c[nH]c2ccc(O)cc12";"Ki";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"47.66";"0.88";"7.03";"13.54";"0";"CHEMBL2394928";"Binding affinity to human 5-HT1B receptor by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390830";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";""
"CHEMBL199049";"";"None";"439.59";"0";"2.28";"2";"COc1ccccc1N1CCN(CCn2cnc3sc4c(c3c2=O)CCN(C)C4)CC1";"Ki";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL859777";"Inhibitory activity against human recombinant 5HT1B receptor co-expressed with G-protein chimera Gqo5 in HEK293 cells by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141234";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307715";""
"CHEMBL321394";"";"None";"326.53";"1";"5.67";"36";"CCCCCCCCCCc1ccc2[nH]c3c(c2c1)CC(N)CC3";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616863";"Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor was determined using [3H]8-OH-DPAT as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129297";"1";"Scientific Literature";"J Med Chem";"1996";"None";""
"CHEMBL107772";"";"None";"545.04";"0";"3.72";"4d";"Cc1ccccc1N1CCN(C(=O)Oc2ccc(Cl)c(N3CCN(C)CC3)c2)CC1.O=C(O)/C=C/C(=O)O";"Ki";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"15.91";"0.31";"3.10";"17.38";"0";"CHEMBL616433";"Affinity for 5-hydroxytryptamine 1B receptor subtype";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150041";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";""
"CHEMBL73190";"";"None";"202.30";"0";"2.18";"22";"CCCc1ccc(CC2=NCCN2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616535";"Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131255";"1";"Scientific Literature";"J Med Chem";"1998";"None";""
"CHEMBL113994";"";"None";"460.65";"1";"5.30";"2o";"COc1ccc(NC(=S)N2CC=C(c3ccc4[nH]cc(C[C@H]5CCCN5C)c4c3)CC2)cc1";"Ki";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"18.71";"0.36";"3.32";"19.80";"0";"CHEMBL616534";"Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136277";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";""
