"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL116092";"";"None";"281.36";"0";"2.39";"4a";"c1cc2[nH]cc(CCN3CCCC3)c2cc1-n1cnnc1";"IC50";"'='";"30.2";"nM";"7.52";"";"";"UO_0000065";"26.73";"0.49";"5.13";"15.12";"1";"CHEMBL616637";"Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells by [3H]5-HT binding displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130379";"1";"Scientific Literature";"J Med Chem";"1997";"CHEMBL3308072";""
"CHEMBL11409";"";"None";"497.68";"0";"3.89";"5c";"CCCN1CCN(CCCCN2C(=O)CC3(CCCC3)CC2=O)CC12COc1cccc(OC)c1C2";"IC50";"'='";"1584.89";"nM";"5.80";"";"";"UO_0000065";"11.65";"0.22";"1.91";"9.31";"0";"CHEMBL857068";"Binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]5-HT.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129704";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";""
"CHEMBL149488";"";"None";"485.64";"0";"4.24";"43";"CC(=O)Nc1ccc(CN(C)C2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"14.41";"0.27";"2.76";"8.53";"0";"CHEMBL616639";"Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL304833";"";"None";"464.56";"0";"4.19";"29";"CC(CN1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1F";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"13.82";"0.26";"2.23";"12.12";"0";"CHEMBL616643";"Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132237";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL146024";"";"None";"434.61";"0";"4.34";"48";"CN(Cc1ccsc1)C1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1";"IC50";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"17.16";"0.33";"3.12";"14.07";"0";"CHEMBL616639";"Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL351303";"";"None";"430.56";"0";"2.94";"21r";"OC[C@@H](NC[C@@H]1CCN(CCc2c[nH]c3ccc(-n4cnnc4)cc23)C1)c1ccccc1";"IC50";"'='";"165.0";"nM";"6.78";"";"";"UO_0000065";"15.75";"0.29";"3.84";"8.27";"0";"CHEMBL616641";"Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132587";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL420965";"";"None";"400.53";"0";"3.40";"21c";"c1ccc(CNC[C@@H]2CCN(CCc3c[nH]c4ccc(-n5cnnc5)cc34)C2)cc1";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"18.30";"0.33";"3.93";"11.86";"0";"CHEMBL616641";"Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132587";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL118012";"";"None";"444.58";"0";"3.47";"68";"OC[C@H](NC1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"15.65";"0.29";"3.49";"8.49";"0";"CHEMBL616640";"Binding affinity at cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells by [3H]5-HT displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL57330";"";"None";"559.71";"1";"4.73";"5";"CCCN(CCCCNC(=O)c1cc(=O)oc2c3c4c(cc12)CCCN4CCC3)C1COc2cccc(OC)c2C1";"IC50";"'='";"9E-9";"";"";"Non standard unit for type";"";"";"";"";"";"";"0";"CHEMBL616798";"The compound was evaluated for its ability to displace [3H]5-HT from 5-hydroxytryptamine 1B receptor in cellular brain membranes";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"None";"Brain membranes";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151507";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";""
"CHEMBL434315";"";"None";"418.55";"0";"3.87";"47";"CN(Cc1ccco1)C1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1";"IC50";"'='";"89.0";"nM";"7.05";"";"";"UO_0000065";"16.85";"0.31";"3.18";"10.66";"0";"CHEMBL616639";"Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL148233";"";"None";"406.58";"0";"4.04";"56";"CC(C)=CCN(C)C1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"18.17";"0.34";"3.35";"13.94";"0";"CHEMBL616639";"Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL112558";"";"None";"445.57";"0";"2.69";"12e";"OC1(CNCc2ccccn2)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"16.29";"0.30";"4.57";"7.65";"0";"CHEMBL616634";"Ability to displace [3H]5-HT from recombinant human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells determined in vitro";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131900";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3308072";""
"CHEMBL158638";"";"None";"257.34";"0";"2.07";"14";"CN(C)[C@H]1C[C@H](c2c[nH]c3ccc(C(N)=O)cc32)C1";"IC50";"'='";"44.67";"nM";"7.35";"";"";"UO_0000065";"28.56";"0.53";"5.28";"11.83";"0";"CHEMBL616444";"Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134844";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3307512";""
"CHEMBL2368255";"";"None";"340.43";"0";"2.25";"27";"CC1(C)NC(=O)N(CCc2ccc3[nH]cc([C@H]4C[C@H](N)C4)c3c2)C1=O";"IC50";"'='";"1122.02";"nM";"5.95";"";"";"UO_0000065";"17.48";"0.33";"3.70";"6.52";"0";"CHEMBL616444";"Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134844";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3307512";""
"CHEMBL161192";"";"None";"414.56";"0";"3.46";"22a";"c1ccc(CNC[C@@H]2CCN(CCc3c[nH]c4ccc(Cn5cncn5)cc34)C2)cc1";"IC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"15.88";"0.29";"3.13";"10.66";"0";"CHEMBL616641";"Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132587";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL39";"SEROTONIN";"3.0";"176.22";"0";"1.37";"5-HT, serotonin";"NCCc1c[nH]c2ccc(O)cc12";"IC50";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"46.46";"0.86";"6.82";"13.20";"0";"CHEMBL2394928";"Binding affinity to human 5-HT1B receptor by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390830";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";""
"CHEMBL163386";"";"None";"430.56";"0";"3.03";"6o";"OCC(c1ccccc1)N1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1";"IC50";"'='";"9.5";"nM";"8.02";"";"";"UO_0000065";"18.63";"0.34";"4.99";"10.96";"0";"CHEMBL616642";"Displacement of [3H]5-HT binding from cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132698";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL342805";"";"None";"487.61";"0";"3.57";"73";"NC(=O)OC[C@H](NC1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"14.19";"0.26";"3.35";"6.07";"0";"CHEMBL616640";"Binding affinity at cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells by [3H]5-HT displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL2114040";"";"None";"446.57";"0";"4.23";"18";"CN(Cc1ccccc1)[C@H]1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)C[C@@H]1F";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"17.66";"0.33";"3.66";"14.88";"0";"CHEMBL616643";"Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132237";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL147660";"";"None";"499.66";"0";"4.48";"100";"CC(=O)Nc1ccc(CN(C)CC2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"15.25";"0.28";"3.14";"9.28";"0";"CHEMBL616639";"Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL2112862";"";"None";"456.59";"0";"3.39";"84";"O[C@@H]1Cc2ccccc2[C@H]1NC1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"14.63";"0.27";"3.29";"8.14";"0";"CHEMBL616639";"Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL143952";"";"None";"478.62";"0";"3.37";"102";"O=S(=O)(NCC1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccccc1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"15.09";"0.29";"3.85";"7.53";"0";"CHEMBL616639";"Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL63432";"";"None";"450.54";"0";"3.63";"28";"Fc1cccc(CCN2CCN(CC(F)Cc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"13.32";"0.25";"2.37";"11.33";"0";"CHEMBL616643";"Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132237";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL304197";"";"None";"416.53";"0";"2.47";"7";"OC(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCN(Cc2ccccc2)CC1";"IC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"15.47";"0.28";"3.97";"8.80";"0";"CHEMBL616643";"Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132237";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL145982";"";"None";"492.65";"0";"3.71";"103";"CN(CC1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)S(=O)(=O)c1ccccc1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"15.72";"0.30";"4.03";"8.89";"0";"CHEMBL616639";"Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL117046";"";"None";"414.56";"0";"3.94";"34";"c1ccc(CNC2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"16.69";"0.30";"2.98";"11.20";"0";"CHEMBL616639";"Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL381127";"";"None";"261.36";"0";"3.14";"4m";"CCCC(C(=O)c1ccc(OC)cc1)N1CCCC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL859246";"Inhibitory activity against 5HT1B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138144";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL147555";"";"None";"506.68";"1";"3.68";"44";"CN(Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"13.53";"0.26";"3.17";"7.87";"0";"CHEMBL616639";"Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132157";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
