"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL2432042";"";"None";"339.44";"0";"2.46";"13c";"COc1ccc(CN(C)[C@H]2C3C4CC5C3C(=O)C3C5C4C32)cc1OC";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2432474";"Displacement of [3H]-citalopram from human SERT expressed in HEK cell membranes at 10 uM relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307715";""
"CHEMBL190461";"CANNABIDIOL";"4.0";"314.47";"1";"5.85";"CBD";"C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4687680";"Inhibition of SERT (unknown origin) at 10 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680278";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 10.0 microM"
"CHEMBL2432054";"";"None";"325.43";"0";"3.02";"13h";"CN(CCCc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2432474";"Displacement of [3H]-citalopram from human SERT expressed in HEK cell membranes at 10 uM relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429832";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307715";""
"CHEMBL1834184";"BI 99179";"None";"391.47";"0";"4.15";"EUB0000294";"CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1";"Inhibition";"";"32.78";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880039";"GPCRScan assay: inhibition of SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 3475452/20036748 | Protein length: full-length | Radioligand conc. used [nM]: 1.5 – 2.0 | Radioligand Kd None 2.63 nM | Radioligand name: [3H]-Citalopram | Radioligand pKd None 8.58 None | Radioligand pKd ± SEM None 0.11 None | Reference ligand: Amitriptyline | Reference ligand Ki None 5.53 nM | Reference ligand pKi None 8.26 None | Reference ligand pKi  ± SEM None 0.02 None";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507280";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL4577237";"BI 9446";"None";"602.48";"2";"5.77";"EUB0000549";"C[C@@]1(Cc2ccc(C#N)cc2)C(=O)N(c2cc(Cl)cc(Cl)c2)c2ncc(C(=O)NC3(c4nc(C5CCC5)no4)CC3)n21";"Inhibition";"";"5.35";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880039";"GPCRScan assay: inhibition of SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: stable HEK | PMID: 3475452/20036748 | Protein length: full-length | Radioligand conc. used [nM]: 1.5 – 2.0 | Radioligand Kd None 2.63 nM | Radioligand name: [3H]-Citalopram | Radioligand pKd None 8.58 None | Radioligand pKd ± SEM None 0.11 None | Reference ligand: Amitriptyline | Reference ligand Ki None 5.53 nM | Reference ligand pKi None 8.26 None | Reference ligand pKi  ± SEM None 0.02 None";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507282";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM"
"CHEMBL2165541";"";"None";"422.47";"0";"4.32";"15s";"CN(C)C1CCc2c(c3ccccc3n2S(=O)(=O)c2cccc(C(F)(F)F)c2)C1";"Inhibition";"'='";"20.72";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2166700";"Inhibition of SERT at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163192";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL3094313";"";"None";"333.74";"0";"3.62";"10";"Cl.NCc1ccc(OCc2cccc(OC(F)(F)F)c2)cc1";"Inhibition";"'='";"55.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3094630";"Inhibition of SERT (unknown origin) at 10 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091364";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL2430682";"";"None";"306.19";"0";"3.99";"2c";"O=C1NCC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1";"Inhibition";"'='";"49.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2433696";"Displacement of [3H]imipramin from human recombinant SERT over-expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429823";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3307715";""
"CHEMBL3094319";"";"None";"267.73";"0";"2.86";"6";"Cl.NCc1ccc(OCc2ccc(F)cc2)cc1";"Inhibition";"'='";"71.3";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3094630";"Inhibition of SERT (unknown origin) at 10 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091364";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL2430678";"";"None";"283.80";"0";"4.13";"1, 2-chloro";"Clc1ccc2c(c1)[C@@H]1[C@@H](c3ccccc3)CN[C@@H]1CC2";"Inhibition";"'='";"9.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2433696";"Displacement of [3H]imipramin from human recombinant SERT over-expressed in HEK293 cells at 10 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429823";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3307715";""
"CHEMBL2047577";"";"None";"439.98";"0";"4.99";"2r";"COc1ccc2cc([C@H](O)[C@@H](C)N3CCC(O)(Cc4ccccc4)CC3)ccc2c1Cl";"Inhibition";"'='";"80.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2050777";"Inhibition of [3H]serotonin uptake at human SERT expressed in CHO cells at 10 uM after 10 min by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046296";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3308072";""
"CHEMBL3331484";"";"None";"271.19";"0";"2.93";"8cu";"Clc1ccc(CN(C2CC2)C2CNC2)cc1Cl";"Inhibition";"'='";"40.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3385962";"Inhibition of human SERT expressed in HEK293 cells at 0.1 uM incubated for 15 mins by neurotransmitter reuptake assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352820";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"CHEMBL3307715";""
"CHEMBL3331491";"";"None";"292.85";"0";"3.69";"10as";"Clc1ccc(CN(CC2CNC2)C2CCCCC2)cc1";"Inhibition";"'='";"63.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3385962";"Inhibition of human SERT expressed in HEK293 cells at 0.1 uM incubated for 15 mins by neurotransmitter reuptake assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352820";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"CHEMBL3307715";""
"CHEMBL3331486";"";"None";"286.81";"0";"3.57";"10ac";"Clc1ccc(CN(CC2CNC2)c2ccccc2)cc1";"Inhibition";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3385962";"Inhibition of human SERT expressed in HEK293 cells at 0.1 uM incubated for 15 mins by neurotransmitter reuptake assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352820";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"CHEMBL3307715";""
"CHEMBL3331500";"";"None";"384.37";"0";"3.05";"10cl";"Fc1ccc(CN(CC2CNC2)c2ccccc2)cc1.O=C(O)C(F)(F)F";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3385962";"Inhibition of human SERT expressed in HEK293 cells at 0.1 uM incubated for 15 mins by neurotransmitter reuptake assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352820";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"CHEMBL3307715";""
"CHEMBL2386162";"";"None";"278.40";"0";"2.80";"1";"COc1ccc(O[C@@H](CC(C)C)[C@H]2CCNC2)c(C)n1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL2389144";"Inhibition of human SERT transfected in HEK293 cells assessed as inhibition of [3H]serotonin uptake incubated 30 mins prior to substrate addition measured after 1 minute 50 secs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384999";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"CHEMBL3307715";""
"CHEMBL2430694";"";"None";"306.19";"0";"3.99";"2o";"O=C1NCC(c2cccc(Cl)c2)C1c1cccc(Cl)c1";"Inhibition";"'='";"14.3";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2433700";"Inhibition of human SERT-mediated serotonin uptake expressed in HEK293 cells at 10 uM after 15 mins by fluorescence plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429823";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3307715";""
"CHEMBL2430699";"";"None";"356.25";"1";"5.14";"2t";"O=C1NCC(c2ccc(Cl)c(Cl)c2)C1c1ccc2ccccc2c1";"Inhibition";"'='";"4.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2433700";"Inhibition of human SERT-mediated serotonin uptake expressed in HEK293 cells at 10 uM after 15 mins by fluorescence plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429823";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3307715";""
"CHEMBL41";"FLUOXETINE";"4.0";"309.33";"0";"4.44";"Fluoxetine, Prozac";"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1";"Inhibition";"'='";"89.0";"%";"";"";"";"UO_0000187";"";"";"";"";"1";"CHEMBL2433700";"Inhibition of human SERT-mediated serotonin uptake expressed in HEK293 cells at 10 uM after 15 mins by fluorescence plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429823";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3307715";""
"CHEMBL1671870";"";"None";"308.16";"0";"4.85";"4d";"O=[N+]([O-])/C(=C\c1ccc(Cl)cc1)Cc1ccc(Cl)cc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1676767";"Inhibition of [3H]-serotonin reuptake at human SERT expressed in HEK293 cells at 1 uM after 15 to 20 mins by fluorescence neurotransmitter transporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671778";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";""
"CHEMBL2381908";"";"None";"548.70";"2";"7.70";"3h";"CC(C)CN1CCC(COc2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)c(F)c2)CC1";"Inhibition";"'>'";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2384227";"Inhibition of 5-HTT receptor (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380307";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL3331496";"";"None";"492.93";"1";"5.36";"10bi";"Clc1ccc(CN(CC2CNC2)c2ccc(Oc3ccccc3)cc2)cc1.O=C(O)C(F)(F)F";"Inhibition";"'='";"6.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3385962";"Inhibition of human SERT expressed in HEK293 cells at 0.1 uM incubated for 15 mins by neurotransmitter reuptake assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352820";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"CHEMBL3307715";""
"CHEMBL4160064";"";"None";"329.44";"0";"4.92";"21b";"COc1cccc(-c2ccc3c(c2)CCN(Cc2ccccc2)C3)c1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4153444";"Displacement of [3H]-Citalopram from human SERT receptor expressed in stable HEK cells at 10 uM after 90 mins by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152214";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL1672018";"";"None";"327.34";"0";"2.04";"7b";"O=CNC(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2";"Inhibition";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1676767";"Inhibition of [3H]-serotonin reuptake at human SERT expressed in HEK293 cells at 1 uM after 15 to 20 mins by fluorescence neurotransmitter transporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671778";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";""
"CHEMBL1672023";"";"None";"280.20";"0";"4.11";"5d";"NC(Cc1ccc(Cl)cc1)Cc1ccc(Cl)cc1";"Inhibition";"'='";"94.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1676766";"Inhibition of [3H]-serotonin reuptake at human SERT expressed in HEK293 cells at 100 uM after 15 to 20 mins by fluorescence neurotransmitter transporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671778";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";""
"CHEMBL1165387";"";"None";"345.53";"0";"4.42";"10a";"CSc1ccc(CC(Cc2ccc(SC)cc2)NC(C)=O)cc1";"Inhibition";"'='";"28.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1676766";"Inhibition of [3H]-serotonin reuptake at human SERT expressed in HEK293 cells at 100 uM after 15 to 20 mins by fluorescence neurotransmitter transporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671778";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307715";""
"CHEMBL4128926";"";"None";"583.78";"2";"5.76";"1j";"CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4121412";"Displacement of [3H]-imipramine from recombinant human 5-HT transporter at 10 uM after 60 mins by scintillation counting relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118122";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL1774991";"";"None";"568.46";"1";"3.17";"6b";"COc1ccccc1N1CCN(CCN(C(=O)C23C4C5C2C2C3C4C52I)c2ccccn2)CC1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1776969";"Inhibition of SERT at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1772973";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
