"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL31217";"";"None";"444.58";"0";"4.03";"4a";"CN1CCN(c2cccc3ccc(OCCOc4ccc5[nH]cc(CCN)c5c4)cc23)CC1";"EC50";"";"";"nM";"";"";"Partial agonist";"UO_0000065";"";"";"";"";"0";"CHEMBL616630";"The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Partial Agonist";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131387";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"CHEMBL3308072";""
"CHEMBL148022";"";"None";"454.57";"0";"4.81";"4d";"NCCc1c[nH]c2ccc(OCc3cccc(COc4ccc5[nH]cc(CCN)c5c4)c3)cc12";"EC50";"'='";"0.85";"nM";"9.07";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616623";"Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129591";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3307512";""
"CHEMBL39";"SEROTONIN";"3.0";"176.22";"0";"1.37";"5-HT";"NCCc1c[nH]c2ccc(O)cc12";"EC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"42.69";"0.79";"6.15";"12.13";"0";"CHEMBL883242";"Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638273";"Hippocampus";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124862";"1";"Scientific Literature";"J Med Chem";"1990";"None";""
"CHEMBL147851";"";"None";"504.64";"1";"2.25";"4h";"NCCc1c[nH]c2ccc(OCCN3CCN(C(=O)COc4ccc5[nH]cc(CCN)c5c4)CC3)cc12";"EC50";"'='";"0.22";"nM";"9.66";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616623";"Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129591";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3307512";""
"CHEMBL304008";"";"None";"215.26";"0";"1.65";"1";"Oc1ccc2[nH]cc(C3=CCNCC3)c2n1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL615473";"Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638273";"Hippocampus";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124862";"1";"Scientific Literature";"J Med Chem";"1990";"None";""
"CHEMBL111302";"";"None";"553.66";"0";"3.42";"4j";"COc1ccc(NC(=O)N2CCN(c3c(C)cccc3C)CC2)cc1N1CCN(C)CC1.O=C(O)/C=C/C(=O)O";"EC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.28";"0.34";"4.58";"15.60";"0";"CHEMBL883243";"The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150041";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";""
"CHEMBL1290596";"";"None";"414.55";"0";"4.10";"8";"Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4CCC(=O)N5)CC3)cccc2n1";"EC50";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1293145";"Agonist activity at human 5-HT1B receptor expressed in CHO cells assessed as stimulation of GTPgammaS binding by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287678";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";""
"CHEMBL29951";"";"None";"576.91";"2";"8.66";"6";"CCCN(CCC)C1CCc2cccc(OCCCCCCOc3cccc4c3CC(N(CCC)CCC)CC4)c2C1";"EC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616627";"The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131387";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"CHEMBL3308072";""
"CHEMBL342323";"";"None";"829.10";"3";"7.15";"4o";"NCCc1c[nH]c2ccc(OCCCCCCNS(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)NCCCCCCOc5ccc6[nH]cc(CCN)c6c5)cc4)cc3)cc12";"EC50";"'='";"0.1";"nM";"10.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616623";"Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129591";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3307512";""
"CHEMBL339308";"";"None";"499.62";"0";"4.30";"1";"COc1ccc(NC(=O)c2ccc(-c3ccc(C4=NC(C)ON4)cc3C)cc2)cc1N1CCN(C)CC1";"EC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL617005";"Agonist activity at 5-hydroxytryptamine 1B receptor by measuring the inhibition of forskolin-stimulated cAMP formation";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130252";"1";"Scientific Literature";"J Med Chem";"1997";"None";""
"CHEMBL356277";"";"None";"540.62";"2";"3.69";"4f";"NCCc1c[nH]c2ccc(OCC(=O)Nc3ccc(NC(=O)COc4ccc5[nH]cc(CCN)c5c4)cc3)cc12";"EC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616623";"Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129591";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3307512";""
"CHEMBL148314";"";"None";"454.57";"0";"4.81";"4e";"NCCc1c[nH]c2ccc(OCc3ccccc3COc3ccc4[nH]cc(CCN)c4c3)cc12";"EC50";"'='";"2.07";"nM";"8.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616623";"Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129591";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3307512";""
"CHEMBL432332";"";"None";"417.53";"0";"4.58";"35";"FC(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(Cc2ccccc2)CC1";"EC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616626";"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1B receptor";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132237";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL340786";"";"None";"458.61";"0";"3.63";"4a";"Cc1ccccc1N1CCN(C(=O)COc2ccc3cccc(N4CCN(C)CC4)c3c2)CC1";"EC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL617005";"Agonist activity at 5-hydroxytryptamine 1B receptor by measuring the inhibition of forskolin-stimulated cAMP formation";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130252";"1";"Scientific Literature";"J Med Chem";"1997";"None";""
"CHEMBL63799";"";"None";"449.55";"1";"5.26";"14";"Fc1cccc(CCC2(F)CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1";"EC50";"'='";"440.0";"nM";"6.36";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616626";"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1B receptor";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132237";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL144128";"";"None";"490.65";"0";"2.73";"4i";"NCCc1c[nH]c2ccc(OCCN3CCN(CCOc4ccc5[nH]cc(CCN)c5c4)CC3)cc12";"EC50";"'='";"0.19";"nM";"9.72";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616623";"Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129591";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3307512";""
"CHEMBL2112660";"";"None";"469.59";"0";"3.19";"4b";"CN1CCN(c2cccc3ccc(OCC(=O)N4CCN(c5ccccc5C#N)CC4)cc23)CC1";"EC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL617005";"Agonist activity at 5-hydroxytryptamine 1B receptor by measuring the inhibition of forskolin-stimulated cAMP formation";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130252";"1";"Scientific Literature";"J Med Chem";"1997";"None";""
"CHEMBL1289164";"";"None";"446.98";"0";"4.41";"15";"Cc1ccc2c(N3CCN(CCc4c(Cl)ccc5c4ccc(=O)n5C)CC3)cccc2n1";"EC50";"'='";"316.23";"nM";"6.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1293145";"Agonist activity at human 5-HT1B receptor expressed in CHO cells assessed as stimulation of GTPgammaS binding by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287678";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";""
"CHEMBL63432";"";"None";"450.54";"0";"3.63";"25";"Fc1cccc(CCN2CCN(CC(F)Cc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1";"EC50";"'='";"810.0";"nM";"6.09";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616626";"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1B receptor";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132237";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL292779";"";"None";"432.55";"0";"3.68";"3";"Fc1cccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1";"EC50";"'='";"430.0";"nM";"6.37";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616626";"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1B receptor";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132237";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL338015";"";"None";"504.63";"1";"3.34";"4e";"COc1cccc(N2CCN(C(=O)COc3ccc4cccc(N5CCN(C)CC5)c4c3)CC2)c1OC";"EC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL617005";"Agonist activity at 5-hydroxytryptamine 1B receptor by measuring the inhibition of forskolin-stimulated cAMP formation";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130252";"1";"Scientific Literature";"J Med Chem";"1997";"None";""
"CHEMBL469375";"";"None";"430.55";"0";"3.65";"16";"Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)CC3)cccc2n1";"EC50";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL976157";"Agonist activity at human 5HT1B assessed as GTPgammaS binding by scintillation proximity assay";"F";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL469376";"";"None";"444.58";"0";"4.04";"17";"Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cccc2n1";"EC50";"'='";"25.12";"nM";"7.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL976157";"Agonist activity at human 5HT1B assessed as GTPgammaS binding by scintillation proximity assay";"F";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL144030";"";"None";"454.57";"0";"4.81";"4c";"NCCc1c[nH]c2ccc(OCc3ccc(COc4ccc5[nH]cc(CCN)c5c4)cc3)cc12";"EC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616623";"Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129591";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3307512";""
"CHEMBL30831";"";"None";"510.68";"1";"4.95";"3b";"CN1CCN(c2cccc3ccc(OCCOc4ccc5cccc(N6CCN(C)CC6)c5c4)cc23)CC1";"EC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616628";"The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Antagonist";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131387";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"CHEMBL3308072";""
"CHEMBL64004";"";"None";"464.56";"0";"4.19";"31";"CC(CN1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccc(F)cc1";"EC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616626";"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1B receptor";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132237";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";""
"CHEMBL56";"8-OH-DPAT";"None";"247.38";"0";"3.37";"5";"CCCN(CCC)C1CCc2cccc(O)c2C1";"EC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616627";"The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1898";"Serotonin 1b (5-HT1b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131387";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"CHEMBL3308072";""
